date,process,workstation,characteristic,measurement_value,target,lsl,usl
2025-01-06,Manifold Leak Test,Line 1,Leak rate (sccm),0.5331,0.5,0.0,1.0
2025-01-15,Manifold Leak Test,Line 1,Leak rate (sccm),0.4947,0.5,0.0,1.0
2025-01-16,Manifold Leak Test,Line 1,Leak rate (sccm),0.4937,0.5,0.0,1.0
2025-01-01,Manifold Leak Test,Line 3,Leak rate (sccm),0.5055,0.5,0.0,1.0
2025-01-08,Manifold Leak Test,Line 3,Leak rate (sccm),0.5933,0.5,0.0,1.0
2025-01-08,Manifold Leak Test,Line 2,Leak rate (sccm),0.6192,0.5,0.0,1.0
2025-01-20,Manifold Leak Test,Line 1,Leak rate (sccm),0.5335,0.5,0.0,1.0
2025-01-08,Manifold Leak Test,Line 2,Leak rate (sccm),0.5069,0.5,0.0,1.0
2025-01-24,Manifold Leak Test,Line 2,Leak rate (sccm),0.479,0.5,0.0,1.0
2025-01-26,Manifold Leak Test,Line 3,Leak rate (sccm),0.5434,0.5,0.0,1.0
2025-01-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.5948,0.5,0.0,1.0
2025-01-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.5154,0.5,0.0,1.0
2025-01-27,Manifold Leak Test,Line 1,Leak rate (sccm),0.4319,0.5,0.0,1.0
2025-01-12,Manifold Leak Test,Line 1,Leak rate (sccm),0.5513,0.5,0.0,1.0
2025-01-03,Manifold Leak Test,Line 2,Leak rate (sccm),0.5636,0.5,0.0,1.0
2025-01-01,Manifold Leak Test,Line 3,Leak rate (sccm),0.463,0.5,0.0,1.0
2025-01-04,Manifold Leak Test,Line 1,Leak rate (sccm),0.532,0.5,0.0,1.0
2025-01-10,Manifold Leak Test,Line 2,Leak rate (sccm),0.5427,0.5,0.0,1.0
2025-01-07,Manifold Leak Test,Line 3,Leak rate (sccm),0.5222,0.5,0.0,1.0
2025-01-19,Manifold Leak Test,Line 2,Leak rate (sccm),0.4941,0.5,0.0,1.0
2025-01-02,Manifold Leak Test,Line 1,Leak rate (sccm),0.5648,0.5,0.0,1.0
2025-01-07,Manifold Leak Test,Line 1,Leak rate (sccm),0.5093,0.5,0.0,1.0
2025-01-10,Manifold Leak Test,Line 1,Leak rate (sccm),0.4669,0.5,0.0,1.0
2025-01-08,Manifold Leak Test,Line 2,Leak rate (sccm),0.4448,0.5,0.0,1.0
2025-01-24,Manifold Leak Test,Line 1,Leak rate (sccm),0.5744,0.5,0.0,1.0
2025-01-11,Manifold Leak Test,Line 3,Leak rate (sccm),0.5492,0.5,0.0,1.0
2025-01-08,Manifold Leak Test,Line 1,Leak rate (sccm),0.5285,0.5,0.0,1.0
2025-01-07,Manifold Leak Test,Line 1,Leak rate (sccm),0.5078,0.5,0.0,1.0
2025-01-06,Manifold Leak Test,Line 2,Leak rate (sccm),0.5043,0.5,0.0,1.0
2025-01-04,Manifold Leak Test,Line 1,Leak rate (sccm),0.4829,0.5,0.0,1.0
2025-01-27,Manifold Leak Test,Line 3,Leak rate (sccm),0.5082,0.5,0.0,1.0
2025-01-05,Manifold Leak Test,Line 2,Leak rate (sccm),0.4421,0.5,0.0,1.0
2025-01-21,Manifold Leak Test,Line 1,Leak rate (sccm),0.4962,0.5,0.0,1.0
2025-01-11,Manifold Leak Test,Line 1,Leak rate (sccm),0.5129,0.5,0.0,1.0
2025-01-10,Manifold Leak Test,Line 2,Leak rate (sccm),0.5489,0.5,0.0,1.0
2025-01-08,Manifold Leak Test,Line 2,Leak rate (sccm),0.5235,0.5,0.0,1.0
2025-01-26,Manifold Leak Test,Line 2,Leak rate (sccm),0.5562,0.5,0.0,1.0
2025-01-22,Manifold Leak Test,Line 1,Leak rate (sccm),0.5779,0.5,0.0,1.0
2025-01-17,Manifold Leak Test,Line 3,Leak rate (sccm),0.5665,0.5,0.0,1.0
2025-01-14,Manifold Leak Test,Line 3,Leak rate (sccm),0.5435,0.5,0.0,1.0
2025-01-03,Manifold Leak Test,Line 1,Leak rate (sccm),0.5255,0.5,0.0,1.0
2025-01-05,Manifold Leak Test,Line 1,Leak rate (sccm),0.4867,0.5,0.0,1.0
2025-01-26,Manifold Leak Test,Line 1,Leak rate (sccm),0.554,0.5,0.0,1.0
2025-01-07,Manifold Leak Test,Line 3,Leak rate (sccm),0.5908,0.5,0.0,1.0
2025-01-13,Manifold Leak Test,Line 3,Leak rate (sccm),0.5384,0.5,0.0,1.0
2025-01-12,Manifold Leak Test,Line 2,Leak rate (sccm),0.6001,0.5,0.0,1.0
2025-01-20,Manifold Leak Test,Line 2,Leak rate (sccm),0.4653,0.5,0.0,1.0
2025-01-21,Manifold Leak Test,Line 1,Leak rate (sccm),0.4799,0.5,0.0,1.0
2025-01-02,Manifold Leak Test,Line 3,Leak rate (sccm),0.5585,0.5,0.0,1.0
2025-01-19,Manifold Leak Test,Line 1,Leak rate (sccm),0.5354,0.5,0.0,1.0
2025-01-28,Manifold Leak Test,Line 3,Leak rate (sccm),0.5765,0.5,0.0,1.0
2025-01-10,Manifold Leak Test,Line 1,Leak rate (sccm),0.5244,0.5,0.0,1.0
2025-01-11,Manifold Leak Test,Line 1,Leak rate (sccm),0.4911,0.5,0.0,1.0
2025-01-02,Manifold Leak Test,Line 3,Leak rate (sccm),0.5167,0.5,0.0,1.0
2025-01-26,Manifold Leak Test,Line 2,Leak rate (sccm),0.4651,0.5,0.0,1.0
2025-01-28,Manifold Leak Test,Line 1,Leak rate (sccm),0.4809,0.5,0.0,1.0
2025-01-28,Manifold Leak Test,Line 3,Leak rate (sccm),0.5631,0.5,0.0,1.0
2025-01-19,Manifold Leak Test,Line 2,Leak rate (sccm),0.5592,0.5,0.0,1.0
2025-01-07,Manifold Leak Test,Line 3,Leak rate (sccm),0.5393,0.5,0.0,1.0
2025-02-26,Manifold Leak Test,Line 3,Leak rate (sccm),0.4574,0.5,0.0,1.0
2025-02-20,Manifold Leak Test,Line 1,Leak rate (sccm),0.4239,0.5,0.0,1.0
2025-02-06,Manifold Leak Test,Line 3,Leak rate (sccm),0.5169,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 3,Leak rate (sccm),0.4487,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 3,Leak rate (sccm),0.4293,0.5,0.0,1.0
2025-02-12,Manifold Leak Test,Line 2,Leak rate (sccm),0.4725,0.5,0.0,1.0
2025-02-17,Manifold Leak Test,Line 2,Leak rate (sccm),0.4465,0.5,0.0,1.0
2025-02-06,Manifold Leak Test,Line 2,Leak rate (sccm),0.5288,0.5,0.0,1.0
2025-02-23,Manifold Leak Test,Line 2,Leak rate (sccm),0.4428,0.5,0.0,1.0
2025-02-17,Manifold Leak Test,Line 3,Leak rate (sccm),0.4171,0.5,0.0,1.0
2025-02-16,Manifold Leak Test,Line 3,Leak rate (sccm),0.3879,0.5,0.0,1.0
2025-02-16,Manifold Leak Test,Line 2,Leak rate (sccm),0.4701,0.5,0.0,1.0
2025-02-09,Manifold Leak Test,Line 3,Leak rate (sccm),0.4495,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 3,Leak rate (sccm),0.416,0.5,0.0,1.0
2025-02-26,Manifold Leak Test,Line 3,Leak rate (sccm),0.5174,0.5,0.0,1.0
2025-02-21,Manifold Leak Test,Line 1,Leak rate (sccm),0.4972,0.5,0.0,1.0
2025-02-07,Manifold Leak Test,Line 1,Leak rate (sccm),0.4702,0.5,0.0,1.0
2025-02-07,Manifold Leak Test,Line 2,Leak rate (sccm),0.5242,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 1,Leak rate (sccm),0.497,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.4394,0.5,0.0,1.0
2025-02-10,Manifold Leak Test,Line 2,Leak rate (sccm),0.4311,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 3,Leak rate (sccm),0.503,0.5,0.0,1.0
2025-02-06,Manifold Leak Test,Line 2,Leak rate (sccm),0.4867,0.5,0.0,1.0
2025-02-09,Manifold Leak Test,Line 3,Leak rate (sccm),0.4779,0.5,0.0,1.0
2025-02-03,Manifold Leak Test,Line 1,Leak rate (sccm),0.4385,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 1,Leak rate (sccm),0.4949,0.5,0.0,1.0
2025-02-10,Manifold Leak Test,Line 2,Leak rate (sccm),0.442,0.5,0.0,1.0
2025-02-17,Manifold Leak Test,Line 2,Leak rate (sccm),0.4674,0.5,0.0,1.0
2025-02-08,Manifold Leak Test,Line 3,Leak rate (sccm),0.5274,0.5,0.0,1.0
2025-02-02,Manifold Leak Test,Line 2,Leak rate (sccm),0.4457,0.5,0.0,1.0
2025-02-17,Manifold Leak Test,Line 3,Leak rate (sccm),0.4104,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 2,Leak rate (sccm),0.4305,0.5,0.0,1.0
2025-02-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.5098,0.5,0.0,1.0
2025-02-14,Manifold Leak Test,Line 2,Leak rate (sccm),0.4812,0.5,0.0,1.0
2025-02-12,Manifold Leak Test,Line 2,Leak rate (sccm),0.4663,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 2,Leak rate (sccm),0.4516,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.4901,0.5,0.0,1.0
2025-02-06,Manifold Leak Test,Line 2,Leak rate (sccm),0.4384,0.5,0.0,1.0
2025-02-08,Manifold Leak Test,Line 2,Leak rate (sccm),0.4832,0.5,0.0,1.0
2025-02-21,Manifold Leak Test,Line 1,Leak rate (sccm),0.443,0.5,0.0,1.0
2025-02-12,Manifold Leak Test,Line 1,Leak rate (sccm),0.4365,0.5,0.0,1.0
2025-02-10,Manifold Leak Test,Line 3,Leak rate (sccm),0.4466,0.5,0.0,1.0
2025-02-17,Manifold Leak Test,Line 3,Leak rate (sccm),0.4568,0.5,0.0,1.0
2025-02-21,Manifold Leak Test,Line 1,Leak rate (sccm),0.4694,0.5,0.0,1.0
2025-02-26,Manifold Leak Test,Line 2,Leak rate (sccm),0.4804,0.5,0.0,1.0
2025-02-08,Manifold Leak Test,Line 1,Leak rate (sccm),0.3284,0.5,0.0,1.0
2025-02-04,Manifold Leak Test,Line 1,Leak rate (sccm),0.44,0.5,0.0,1.0
2025-02-12,Manifold Leak Test,Line 1,Leak rate (sccm),0.4561,0.5,0.0,1.0
2025-02-18,Manifold Leak Test,Line 1,Leak rate (sccm),0.5296,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 1,Leak rate (sccm),0.4295,0.5,0.0,1.0
2025-02-22,Manifold Leak Test,Line 2,Leak rate (sccm),0.4776,0.5,0.0,1.0
2025-02-09,Manifold Leak Test,Line 2,Leak rate (sccm),0.5292,0.5,0.0,1.0
2025-02-24,Manifold Leak Test,Line 3,Leak rate (sccm),0.4205,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 2,Leak rate (sccm),0.4866,0.5,0.0,1.0
2025-02-07,Manifold Leak Test,Line 3,Leak rate (sccm),0.4402,0.5,0.0,1.0
2025-02-20,Manifold Leak Test,Line 1,Leak rate (sccm),0.4518,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 3,Leak rate (sccm),0.4402,0.5,0.0,1.0
2025-02-24,Manifold Leak Test,Line 3,Leak rate (sccm),0.443,0.5,0.0,1.0
2025-02-09,Manifold Leak Test,Line 1,Leak rate (sccm),0.5768,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 2,Leak rate (sccm),0.504,0.5,0.0,1.0
2025-02-10,Manifold Leak Test,Line 2,Leak rate (sccm),0.514,0.5,0.0,1.0
2025-02-26,Manifold Leak Test,Line 2,Leak rate (sccm),0.4904,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 3,Leak rate (sccm),0.4091,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 3,Leak rate (sccm),0.4866,0.5,0.0,1.0
2025-02-01,Manifold Leak Test,Line 2,Leak rate (sccm),0.5129,0.5,0.0,1.0
2025-02-21,Manifold Leak Test,Line 3,Leak rate (sccm),0.4383,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 1,Leak rate (sccm),0.5087,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 2,Leak rate (sccm),0.4986,0.5,0.0,1.0
2025-02-08,Manifold Leak Test,Line 1,Leak rate (sccm),0.5431,0.5,0.0,1.0
2025-02-24,Manifold Leak Test,Line 3,Leak rate (sccm),0.4551,0.5,0.0,1.0
2025-02-07,Manifold Leak Test,Line 2,Leak rate (sccm),0.4288,0.5,0.0,1.0
2025-02-08,Manifold Leak Test,Line 3,Leak rate (sccm),0.4573,0.5,0.0,1.0
2025-02-19,Manifold Leak Test,Line 3,Leak rate (sccm),0.5269,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 2,Leak rate (sccm),0.4005,0.5,0.0,1.0
2025-02-24,Manifold Leak Test,Line 2,Leak rate (sccm),0.3912,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 1,Leak rate (sccm),0.4748,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 1,Leak rate (sccm),0.4542,0.5,0.0,1.0
2025-02-14,Manifold Leak Test,Line 3,Leak rate (sccm),0.4716,0.5,0.0,1.0
2025-02-14,Manifold Leak Test,Line 1,Leak rate (sccm),0.5079,0.5,0.0,1.0
2025-02-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.4499,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 3,Leak rate (sccm),0.3988,0.5,0.0,1.0
2025-02-01,Manifold Leak Test,Line 2,Leak rate (sccm),0.5505,0.5,0.0,1.0
2025-02-05,Manifold Leak Test,Line 3,Leak rate (sccm),0.4327,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 1,Leak rate (sccm),0.4303,0.5,0.0,1.0
2025-02-10,Manifold Leak Test,Line 3,Leak rate (sccm),0.5141,0.5,0.0,1.0
2025-02-01,Manifold Leak Test,Line 2,Leak rate (sccm),0.4564,0.5,0.0,1.0
2025-02-26,Manifold Leak Test,Line 3,Leak rate (sccm),0.4689,0.5,0.0,1.0
2025-02-27,Manifold Leak Test,Line 2,Leak rate (sccm),0.49,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 1,Leak rate (sccm),0.5133,0.5,0.0,1.0
2025-02-14,Manifold Leak Test,Line 2,Leak rate (sccm),0.4584,0.5,0.0,1.0
2025-02-22,Manifold Leak Test,Line 2,Leak rate (sccm),0.5302,0.5,0.0,1.0
2025-02-25,Manifold Leak Test,Line 3,Leak rate (sccm),0.3886,0.5,0.0,1.0
2025-02-18,Manifold Leak Test,Line 2,Leak rate (sccm),0.5007,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 3,Leak rate (sccm),0.4388,0.5,0.0,1.0
2025-02-01,Manifold Leak Test,Line 3,Leak rate (sccm),0.5245,0.5,0.0,1.0
2025-02-26,Manifold Leak Test,Line 1,Leak rate (sccm),0.4768,0.5,0.0,1.0
2025-02-05,Manifold Leak Test,Line 1,Leak rate (sccm),0.4452,0.5,0.0,1.0
2025-02-11,Manifold Leak Test,Line 3,Leak rate (sccm),0.497,0.5,0.0,1.0
2025-02-21,Manifold Leak Test,Line 3,Leak rate (sccm),0.5059,0.5,0.0,1.0
2025-02-20,Manifold Leak Test,Line 3,Leak rate (sccm),0.4962,0.5,0.0,1.0
2025-02-28,Manifold Leak Test,Line 2,Leak rate (sccm),0.4314,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.4526,0.5,0.0,1.0
2025-02-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.4712,0.5,0.0,1.0
2025-02-18,Manifold Leak Test,Line 2,Leak rate (sccm),0.4697,0.5,0.0,1.0
2025-02-07,Manifold Leak Test,Line 2,Leak rate (sccm),0.5004,0.5,0.0,1.0
2025-02-04,Manifold Leak Test,Line 2,Leak rate (sccm),0.3933,0.5,0.0,1.0
2025-02-19,Manifold Leak Test,Line 2,Leak rate (sccm),0.4843,0.5,0.0,1.0
2025-02-21,Manifold Leak Test,Line 2,Leak rate (sccm),0.4601,0.5,0.0,1.0
2025-02-03,Manifold Leak Test,Line 1,Leak rate (sccm),0.4388,0.5,0.0,1.0
2025-02-04,Manifold Leak Test,Line 3,Leak rate (sccm),0.4426,0.5,0.0,1.0
2025-03-20,Manifold Leak Test,Line 2,Leak rate (sccm),0.399,0.5,0.0,1.0
2025-03-01,Manifold Leak Test,Line 1,Leak rate (sccm),0.5177,0.5,0.0,1.0
2025-03-07,Manifold Leak Test,Line 1,Leak rate (sccm),0.5106,0.5,0.0,1.0
2025-03-13,Manifold Leak Test,Line 2,Leak rate (sccm),0.5682,0.5,0.0,1.0
2025-03-07,Manifold Leak Test,Line 1,Leak rate (sccm),0.5134,0.5,0.0,1.0
2025-03-10,Manifold Leak Test,Line 3,Leak rate (sccm),0.5376,0.5,0.0,1.0
2025-03-17,Manifold Leak Test,Line 1,Leak rate (sccm),0.6096,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 1,Leak rate (sccm),0.5871,0.5,0.0,1.0
2025-03-12,Manifold Leak Test,Line 3,Leak rate (sccm),0.5834,0.5,0.0,1.0
2025-03-01,Manifold Leak Test,Line 1,Leak rate (sccm),0.526,0.5,0.0,1.0
2025-03-11,Manifold Leak Test,Line 2,Leak rate (sccm),0.5687,0.5,0.0,1.0
2025-03-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.5368,0.5,0.0,1.0
2025-03-04,Manifold Leak Test,Line 1,Leak rate (sccm),0.5384,0.5,0.0,1.0
2025-03-18,Manifold Leak Test,Line 2,Leak rate (sccm),0.5632,0.5,0.0,1.0
2025-03-16,Manifold Leak Test,Line 3,Leak rate (sccm),0.522,0.5,0.0,1.0
2025-03-03,Manifold Leak Test,Line 2,Leak rate (sccm),0.6076,0.5,0.0,1.0
2025-03-28,Manifold Leak Test,Line 1,Leak rate (sccm),0.5399,0.5,0.0,1.0
2025-03-05,Manifold Leak Test,Line 1,Leak rate (sccm),0.5717,0.5,0.0,1.0
2025-03-10,Manifold Leak Test,Line 2,Leak rate (sccm),0.606,0.5,0.0,1.0
2025-03-27,Manifold Leak Test,Line 3,Leak rate (sccm),0.5887,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 2,Leak rate (sccm),0.4887,0.5,0.0,1.0
2025-03-06,Manifold Leak Test,Line 3,Leak rate (sccm),0.5646,0.5,0.0,1.0
2025-03-19,Manifold Leak Test,Line 2,Leak rate (sccm),0.5813,0.5,0.0,1.0
2025-03-19,Manifold Leak Test,Line 1,Leak rate (sccm),0.5829,0.5,0.0,1.0
2025-03-17,Manifold Leak Test,Line 3,Leak rate (sccm),0.5008,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 2,Leak rate (sccm),0.5195,0.5,0.0,1.0
2025-03-09,Manifold Leak Test,Line 1,Leak rate (sccm),0.5871,0.5,0.0,1.0
2025-03-01,Manifold Leak Test,Line 1,Leak rate (sccm),0.5152,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 1,Leak rate (sccm),0.5342,0.5,0.0,1.0
2025-03-27,Manifold Leak Test,Line 2,Leak rate (sccm),0.6109,0.5,0.0,1.0
2025-03-20,Manifold Leak Test,Line 1,Leak rate (sccm),0.5445,0.5,0.0,1.0
2025-03-17,Manifold Leak Test,Line 2,Leak rate (sccm),0.5167,0.5,0.0,1.0
2025-03-19,Manifold Leak Test,Line 2,Leak rate (sccm),0.5105,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.56,0.5,0.0,1.0
2025-03-19,Manifold Leak Test,Line 1,Leak rate (sccm),0.4918,0.5,0.0,1.0
2025-03-24,Manifold Leak Test,Line 1,Leak rate (sccm),0.5363,0.5,0.0,1.0
2025-03-10,Manifold Leak Test,Line 3,Leak rate (sccm),0.5601,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.5996,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 3,Leak rate (sccm),0.5738,0.5,0.0,1.0
2025-03-26,Manifold Leak Test,Line 2,Leak rate (sccm),0.5172,0.5,0.0,1.0
2025-03-13,Manifold Leak Test,Line 3,Leak rate (sccm),0.5947,0.5,0.0,1.0
2025-03-27,Manifold Leak Test,Line 1,Leak rate (sccm),0.5342,0.5,0.0,1.0
2025-03-14,Manifold Leak Test,Line 1,Leak rate (sccm),0.4958,0.5,0.0,1.0
2025-03-06,Manifold Leak Test,Line 3,Leak rate (sccm),0.5394,0.5,0.0,1.0
2025-03-24,Manifold Leak Test,Line 2,Leak rate (sccm),0.6053,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.5532,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 1,Leak rate (sccm),0.5469,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 3,Leak rate (sccm),0.6135,0.5,0.0,1.0
2025-03-04,Manifold Leak Test,Line 2,Leak rate (sccm),0.4878,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 1,Leak rate (sccm),0.4938,0.5,0.0,1.0
2025-03-08,Manifold Leak Test,Line 1,Leak rate (sccm),0.4803,0.5,0.0,1.0
2025-03-09,Manifold Leak Test,Line 3,Leak rate (sccm),0.5617,0.5,0.0,1.0
2025-03-18,Manifold Leak Test,Line 2,Leak rate (sccm),0.5532,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 1,Leak rate (sccm),0.6096,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 3,Leak rate (sccm),0.5564,0.5,0.0,1.0
2025-03-24,Manifold Leak Test,Line 1,Leak rate (sccm),0.5299,0.5,0.0,1.0
2025-03-16,Manifold Leak Test,Line 2,Leak rate (sccm),0.5465,0.5,0.0,1.0
2025-03-25,Manifold Leak Test,Line 3,Leak rate (sccm),0.5512,0.5,0.0,1.0
2025-03-04,Manifold Leak Test,Line 2,Leak rate (sccm),0.478,0.5,0.0,1.0
2025-03-03,Manifold Leak Test,Line 1,Leak rate (sccm),0.6574,0.5,0.0,1.0
2025-03-17,Manifold Leak Test,Line 2,Leak rate (sccm),0.5677,0.5,0.0,1.0
2025-03-14,Manifold Leak Test,Line 2,Leak rate (sccm),0.555,0.5,0.0,1.0
2025-03-06,Manifold Leak Test,Line 2,Leak rate (sccm),0.5716,0.5,0.0,1.0
2025-03-07,Manifold Leak Test,Line 3,Leak rate (sccm),0.5755,0.5,0.0,1.0
2025-03-02,Manifold Leak Test,Line 2,Leak rate (sccm),0.5407,0.5,0.0,1.0
2025-03-01,Manifold Leak Test,Line 1,Leak rate (sccm),0.5206,0.5,0.0,1.0
2025-03-21,Manifold Leak Test,Line 3,Leak rate (sccm),0.571,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 3,Leak rate (sccm),0.5622,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.5133,0.5,0.0,1.0
2025-03-11,Manifold Leak Test,Line 3,Leak rate (sccm),0.6045,0.5,0.0,1.0
2025-03-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.5584,0.5,0.0,1.0
2025-03-13,Manifold Leak Test,Line 1,Leak rate (sccm),0.5763,0.5,0.0,1.0
2025-03-01,Manifold Leak Test,Line 2,Leak rate (sccm),0.6034,0.5,0.0,1.0
2025-03-04,Manifold Leak Test,Line 3,Leak rate (sccm),0.5473,0.5,0.0,1.0
2025-03-05,Manifold Leak Test,Line 2,Leak rate (sccm),0.5594,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 3,Leak rate (sccm),0.5796,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 2,Leak rate (sccm),0.5167,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 1,Leak rate (sccm),0.5486,0.5,0.0,1.0
2025-03-03,Manifold Leak Test,Line 3,Leak rate (sccm),0.5516,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 1,Leak rate (sccm),0.5073,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 2,Leak rate (sccm),0.6413,0.5,0.0,1.0
2025-03-05,Manifold Leak Test,Line 2,Leak rate (sccm),0.4888,0.5,0.0,1.0
2025-03-27,Manifold Leak Test,Line 2,Leak rate (sccm),0.4933,0.5,0.0,1.0
2025-03-27,Manifold Leak Test,Line 1,Leak rate (sccm),0.6002,0.5,0.0,1.0
2025-03-06,Manifold Leak Test,Line 1,Leak rate (sccm),0.5756,0.5,0.0,1.0
2025-03-20,Manifold Leak Test,Line 1,Leak rate (sccm),0.5044,0.5,0.0,1.0
2025-03-06,Manifold Leak Test,Line 2,Leak rate (sccm),0.5713,0.5,0.0,1.0
2025-03-04,Manifold Leak Test,Line 3,Leak rate (sccm),0.6065,0.5,0.0,1.0
2025-03-24,Manifold Leak Test,Line 2,Leak rate (sccm),0.5452,0.5,0.0,1.0
2025-03-06,Manifold Leak Test,Line 1,Leak rate (sccm),0.6528,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 1,Leak rate (sccm),0.4758,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 2,Leak rate (sccm),0.5748,0.5,0.0,1.0
2025-03-05,Manifold Leak Test,Line 2,Leak rate (sccm),0.5942,0.5,0.0,1.0
2025-03-12,Manifold Leak Test,Line 1,Leak rate (sccm),0.5829,0.5,0.0,1.0
2025-03-07,Manifold Leak Test,Line 3,Leak rate (sccm),0.5381,0.5,0.0,1.0
2025-03-02,Manifold Leak Test,Line 3,Leak rate (sccm),0.5345,0.5,0.0,1.0
2025-03-18,Manifold Leak Test,Line 1,Leak rate (sccm),0.5646,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 3,Leak rate (sccm),0.5798,0.5,0.0,1.0
2025-03-02,Manifold Leak Test,Line 3,Leak rate (sccm),0.5711,0.5,0.0,1.0
2025-03-26,Manifold Leak Test,Line 3,Leak rate (sccm),0.589,0.5,0.0,1.0
2025-03-21,Manifold Leak Test,Line 3,Leak rate (sccm),0.5047,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 3,Leak rate (sccm),0.5371,0.5,0.0,1.0
2025-03-04,Manifold Leak Test,Line 2,Leak rate (sccm),0.5079,0.5,0.0,1.0
2025-03-23,Manifold Leak Test,Line 2,Leak rate (sccm),0.5306,0.5,0.0,1.0
2025-03-15,Manifold Leak Test,Line 1,Leak rate (sccm),0.588,0.5,0.0,1.0
2025-03-20,Manifold Leak Test,Line 1,Leak rate (sccm),0.5508,0.5,0.0,1.0
2025-03-02,Manifold Leak Test,Line 2,Leak rate (sccm),0.6532,0.5,0.0,1.0
2025-03-25,Manifold Leak Test,Line 1,Leak rate (sccm),0.5543,0.5,0.0,1.0
2025-03-08,Manifold Leak Test,Line 2,Leak rate (sccm),0.5489,0.5,0.0,1.0
2025-03-08,Manifold Leak Test,Line 1,Leak rate (sccm),0.5508,0.5,0.0,1.0
2025-03-03,Manifold Leak Test,Line 1,Leak rate (sccm),0.5203,0.5,0.0,1.0
2025-03-14,Manifold Leak Test,Line 1,Leak rate (sccm),0.5441,0.5,0.0,1.0
2025-03-01,Manifold Leak Test,Line 2,Leak rate (sccm),0.5926,0.5,0.0,1.0
2025-03-27,Manifold Leak Test,Line 1,Leak rate (sccm),0.5511,0.5,0.0,1.0
2025-03-22,Manifold Leak Test,Line 3,Leak rate (sccm),0.5139,0.5,0.0,1.0
2025-03-03,Manifold Leak Test,Line 1,Leak rate (sccm),0.5085,0.5,0.0,1.0
